"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"3218","49053","Washington County, Utah",55297,3452,3478,1179,9725,2006,13072,2212,10648,2223,6321,1400,2374,881,3367,1127,350,281,1092,786,1885,718,1682,988,1303,848,2014
"3219","49057","Weber County, Utah",107824,2910,3254,883,14205,2058,18101,2046,21285,2422,16813,2002,6280,1122,9488,1873,1258,497,2214,678,7416,1304,5889,1394,1621,725,2014
"3220","50007","Chittenden County, Vermont",82662,2554,2686,731,8846,1330,13752,2485,15785,1487,13215,1548,8860,1356,10312,1541,1734,593,2246,754,3139,863,1362,589,725,282,2014
"3221","51003","Albemarle County, Virginia",43426,2873,1619,829,3364,1086,6327,1242,9845,1619,8842,1553,3920,1212,4784,1048,689,419,691,376,1979,794,716,494,650,355,2014
"3222","51013","Arlington County, Virginia",132649,3514,1094,447,4822,1094,10039,1668,16988,2046,17268,2337,10779,1800,32011,3797,7145,1318,9349,1710,16454,2191,5085,1030,1615,780,2014
"3223","51015","Augusta County, Virginia",34279,1984,1195,487,2333,985,4495,1093,6641,1207,6162,888,2940,922,3273,768,1361,625,1185,586,2327,683,1671,712,696,347,2014
"3224","51019","Bedford County, Virginia",33891,1989,527,333,2078,888,3500,837,4815,1189,6310,1729,3282,871,5087,1228,1046,533,1518,688,3336,692,1812,692,580,320,2014
"3225","51041","Chesterfield County, Virginia",163199,3603,1639,606,10950,1934,15517,1960,24201,2336,31035,3116,19921,2084,28200,2467,8464,1640,7370,1331,9499,1527,2930,933,3473,992,2014
"3226","51059","Fairfax County, Virginia",567165,6338,6228,1332,28308,3023,48445,3729,67221,3649,77824,4085,36228,2680,92619,4877,22747,2164,35137,2907,78269,4543,59568,3419,14571,1694,2014
"3227","51061","Fauquier County, Virginia",31539,1678,804,337,2487,682,2220,787,2999,868,2176,523,2159,954,3397,786,801,453,1018,514,5060,976,5598,984,2820,869,2014
"3228","51069","Frederick County, Virginia",39211,1767,1007,821,2373,911,5754,1312,6744,1414,6418,1292,1968,684,3887,839,1004,559,1337,646,1852,620,4170,1086,2697,975,2014
"3229","51085","Hanover County, Virginia",49577,1958,1009,538,3232,756,4686,879,7782,1149,10233,1442,5391,1012,8206,1188,2703,763,1244,427,2987,724,1062,421,1042,510,2014
"3230","51087","Henrico County, Virginia",157154,3371,2500,918,13243,1859,24100,2703,31935,2833,37562,3610,11333,1553,21074,2360,2260,694,2599,876,5569,1398,2488,940,2491,885,2014
"3231","51095","James City County, Virginia",30835,2260,907,484,3809,1093,4448,1168,6456,1416,5171,1330,1917,898,2939,1044,1261,798,886,509,1942,800,912,438,187,229,2014
"3232","51107","Loudoun County, Virginia",175747,3214,4352,1160,11701,1588,16755,2156,21213,2652,21073,2204,8570,1527,23409,2181,6118,1346,8742,1402,22830,2154,22696,2144,8288,1287,2014
"3233","51121","Montgomery County, Virginia",41852,3046,1462,946,6390,1424,10004,2262,9981,2296,5363,1540,1993,840,2346,844,1203,545,1134,619,913,619,401,315,662,540,2014
"3234","51153","Prince William County, Virginia",222273,4456,2447,1334,10655,1956,17049,2910,21919,2925,19209,2153,7000,1250,29222,3000,7892,1596,14452,2156,37041,3274,39782,3167,15605,2160,2014
"3235","51161","Roanoke County, Virginia",43097,2161,1548,617,3397,794,5652,1296,10874,1667,9080,1512,4042,1197,4921,992,1210,566,298,202,914,563,575,331,586,347,2014
"3236","51165","Rockingham County, Virginia",36577,1579,671,331,3803,1096,5665,1179,6984,1332,7223,1167,2381,751,5537,971,551,219,740,349,1456,553,529,282,1037,365,2014
"3237","51177","Spotsylvania County, Virginia",60630,2207,452,324,2548,710,4564,1031,10053,1742,8652,1684,2163,691,6362,1127,1789,682,2282,765,4585,944,10410,1406,6770,1160,2014
"3238","51179","Stafford County, Virginia",66418,2245,1501,759,3486,991,4399,1151,6466,1398,6770,1218,3346,945,7645,1495,1341,454,3190,842,6781,1268,13238,1800,8255,1376,2014
"3239","51199","York County, Virginia",30655,1400,173,195,2695,927,5392,966,6529,1081,6153,1198,2566,770,3284,885,835,462,437,308,1440,496,1011,429,140,199,2014
"3240","51510","Alexandria city, Virginia",90014,2430,755,500,3677,965,5561,1141,11109,1870,12645,2076,7235,1508,16258,1972,3965,888,5618,1114,13845,1779,7447,1616,1899,787,2014
"3241","51550","Chesapeake city, Virginia",106703,2772,771,440,6568,1691,12937,2156,15934,1991,16959,1869,10822,1878,19753,2241,5390,1023,4707,959,8936,1591,2673,818,1253,565,2014
"3242","51650","Hampton city, Virginia",63705,2408,941,503,6415,1249,11122,1713,13428,1889,11694,1530,2870,840,6794,1332,1345,674,1456,624,4381,1044,2024,835,1235,738,2014
"3243","51680","Lynchburg city, Virginia",33412,2067,868,532,5213,1276,8723,1678,6953,1313,6004,1242,1170,547,2585,1057,35,58,435,413,81,132,331,236,1014,681,2014
"3244","51700","Newport News city, Virginia",87298,2828,511,284,8926,1403,17478,2122,17125,2411,13895,2013,3714,819,11123,1838,2446,828,2333,971,5737,1293,1890,563,2120,772,2014
"3245","51710","Norfolk city, Virginia",119553,3201,5114,1262,8371,1548,16154,1998,22542,2204,24558,2239,9669,1561,19306,2391,2177,601,1949,699,4172,1057,3592,1079,1949,696,2014
"3246","51740","Portsmouth city, Virginia",42462,1959,845,496,3870,1066,5989,1026,7596,1308,5642,1138,3611,905,7924,1308,1027,474,1924,713,2589,759,1110,476,335,244,2014
"3247","51760","Richmond city, Virginia",102226,3007,2487,1067,9128,1330,16705,2258,22267,2220,20672,1747,7559,1213,11324,1602,2395,1219,2473,1060,2608,805,2502,763,2106,963,2014
"3248","51770","Roanoke city, Virginia",46480,2106,1000,464,6658,1117,10865,1479,13531,1685,5526,1264,1945,760,4222,1204,351,355,255,204,749,466,631,313,747,459,2014
"3249","51800","Suffolk city, Virginia",39127,1766,1404,758,3458,791,3401,888,5787,1146,5335,1024,4446,1086,5278,844,1373,490,1750,471,3244,754,3392,1006,259,184,2014
"3250","51810","Virginia Beach city, Virginia",227795,3923,5512,1439,20482,2601,28323,2605,38668,3205,43538,2747,17598,2291,37471,3073,6651,1448,7717,1447,12743,1661,4867,1118,4225,1119,2014
"3251","53005","Benton County, Washington",78786,3465,2318,779,8796,1398,11869,2219,15830,1990,15498,2313,4820,1169,6630,1566,1901,734,2320,807,5166,1152,2535,780,1103,485,2014
"3252","53007","Chelan County, Washington",30623,2166,1249,520,6467,1189,5669,1434,5901,1381,4825,1220,1491,665,2156,970,502,337,618,517,497,348,927,573,321,276,2014
"3253","53009","Clallam County, Washington",27389,1583,2777,866,5680,1006,5329,1090,3950,813,2858,847,1054,520,2082,710,337,232,532,327,679,394,988,508,1123,596,2014
"3254","53011","Clark County, Washington",192490,3737,3936,1222,14109,1741,29562,2826,33494,2735,31952,2721,14510,1657,25208,2385,5935,1308,7751,1462,14325,1943,7792,1350,3916,963,2014
"3255","53015","Cowlitz County, Washington",35900,2070,1395,645,4825,1269,6235,1143,6252,1323,5678,1219,1368,684,3191,981,414,260,843,477,2717,950,2506,822,476,399,2014
"3256","53021","Franklin County, Washington",36599,2412,842,411,2768,842,6134,1205,7793,1374,8332,1788,2148,941,1856,747,376,319,2214,976,2136,1078,1475,708,525,365,2014
"3257","53025","Grant County, Washington",37060,1972,2429,766,8304,1862,5754,1558,4343,1275,7851,2597,2110,808,1968,745,653,465,421,287,1868,803,1168,644,191,193,2014
"3258","53027","Grays Harbor County, Washington",23645,2065,1911,701,4625,1251,4070,977,1740,480,1878,791,621,343,2749,844,822,421,998,527,2070,675,1235,572,926,401,2014
"3259","53029","Island County, Washington",32172,1873,1677,650,4056,1102,7633,1332,5599,1189,2609,773,732,366,2556,914,295,218,600,343,1801,684,3184,728,1430,584,2014
"3260","53033","King County, Washington",1016762,10540,16390,2359,59373,4479,103213,6758,137949,6178,150132,6983,76260,4293,177871,6136,46596,3955,53101,3610,102352,5628,70727,4523,22798,2839,2014
"3261","53035","Kitsap County, Washington",110626,2900,1975,852,9640,1527,13008,1613,18566,2101,17937,2229,7290,1277,13291,1760,2467,801,3600,1119,5963,1571,8210,1050,8679,1495,2014
"3262","53041","Lewis County, Washington",27145,1805,1606,628,3481,889,3375,1045,3826,991,3636,1013,1265,509,3401,808,662,344,1250,489,1821,703,1732,573,1090,534,2014
"3263","53053","Pierce County, Washington",364839,5569,9535,1543,23675,2080,42797,3526,48870,3222,47092,3418,25113,2883,56058,3962,13944,1883,15762,2023,36830,2650,31095,3015,14068,1974,2014
"3264","53057","Skagit County, Washington",47517,2584,1933,545,7875,1374,5914,1037,7144,1181,5536,1320,2761,657,4654,1088,1159,443,1141,520,4491,1183,2028,569,2881,798,2014
"3265","53061","Snohomish County, Washington",355272,6231,6410,1362,21412,2813,37766,4009,44138,3680,43709,3251,25748,2794,50707,3588,14958,1992,19409,2324,39059,3028,39642,3608,12314,1842,2014
"3266","53063","Spokane County, Washington",203417,4460,5683,1326,24664,2499,31645,3203,37787,3013,35392,3047,16519,2175,25877,2945,4332,977,6106,1305,9241,1913,3504,996,2667,889,2014
"3267","53067","Thurston County, Washington",120370,3006,3959,1180,9366,1552,19900,2281,22708,2216,19488,2316,7372,1253,13022,2202,2868,806,4299,1180,8572,1377,6394,1380,2422,807,2014
"3268","53073","Whatcom County, Washington",91406,3202,5918,1159,13635,1803,15318,1939,18640,2562,11970,1755,6565,1413,8820,1553,2551,741,1892,797,2645,792,2215,727,1237,465,2014
"3269","53077","Yakima County, Washington",98811,3456,4145,1461,14213,1755,18400,2410,17357,2496,15954,2277,4327,1065,13229,1965,1654,523,1246,616,3615,1003,3011,2021,1660,538,2014
"3270","54003","Berkeley County, West Virginia",48927,2586,827,459,2522,1031,5030,1623,8132,1664,8277,1479,4810,1268,5951,1345,1682,759,1706,743,2172,712,4250,1538,3568,1143,2014
"3271","54011","Cabell County, West Virginia",37963,2398,1408,547,4938,1216,6417,1013,7127,1193,5395,1168,1830,782,4701,1222,670,364,905,538,2377,741,1506,556,689,501,2014
"3272","54033","Harrison County, West Virginia",29134,1514,1969,843,3832,752,3887,793,5352,1179,4789,985,2234,584,2480,700,826,393,626,350,1262,600,1398,595,479,274,2014
"3273","54039","Kanawha County, West Virginia",78279,2929,2254,726,9218,1746,13718,1561,16830,2199,12285,1944,5684,1438,9054,1478,1501,712,780,431,3977,1014,2460,800,518,261,2014
"3274","54061","Monongalia County, West Virginia",44005,2985,1316,664,3624,838,8366,1782,10239,1941,8553,1450,1911,677,3966,970,480,275,756,534,2624,805,929,433,1241,572,2014
"3275","54081","Raleigh County, West Virginia",27790,2256,1591,613,3987,1135,5255,1681,4331,927,3729,922,1721,679,2439,827,575,431,244,193,1303,628,1645,567,970,642,2014
"3276","54107","Wood County, West Virginia",36421,1767,1508,544,5496,1122,6327,1322,7779,1182,7163,1251,1245,582,2703,678,544,377,252,197,1494,495,1021,484,889,404,2014
"3277","55009","Brown County, Wisconsin",125267,3692,4491,1338,15964,1871,24131,2220,30460,2753,20644,2070,7792,950,8382,1388,1622,463,2291,729,4510,936,2871,849,2109,798,2014
"3278","55025","Dane County, Wisconsin",271015,4213,9037,1660,32183,3091,44207,3340,47748,3365,47028,3415,21543,2030,34312,2355,8971,1249,7184,1063,10404,1361,5229,1413,3169,887,2014
"3279","55027","Dodge County, Wisconsin",41250,1406,4038,906,7168,1104,5243,969,5687,936,4415,609,2170,422,4231,821,1196,358,1076,317,3324,699,2126,500,576,240,2014
"3280","55035","Eau Claire County, Wisconsin",50733,2150,1972,943,6575,1304,15535,1925,9737,2251,6457,1242,2328,873,3532,787,764,307,717,310,1771,655,798,324,547,323,2014
"3281","55039","Fond du Lac County, Wisconsin",50358,1470,4571,988,8618,1283,11166,1578,6793,943,5797,1005,2934,574,3796,870,1123,372,1428,451,1878,489,1363,350,891,398,2014
"3282","55055","Jefferson County, Wisconsin",41388,1363,2748,869,6716,1169,6319,1087,4068,898,4488,803,4318,1072,4498,842,1036,349,1384,631,2522,535,2253,604,1038,497,2014
"3283","55059","Kenosha County, Wisconsin",75077,2617,3537,1384,8809,1377,12230,1665,9507,1484,8231,1604,5670,1086,7147,1341,1957,686,4764,1039,7533,1384,3583,839,2109,735,2014
"3284","55063","La Crosse County, Wisconsin",59880,1738,4546,1242,9333,1364,11670,1645,12555,1496,8688,1201,3601,946,4373,983,928,415,1556,717,1082,394,798,342,750,521,2014
"3285","55071","Manitowoc County, Wisconsin",38591,1508,2290,699,6792,1148,7874,1048,6449,878,5476,832,2258,485,3550,1003,963,413,571,213,1327,446,793,319,248,127,2014
"3286","55073","Marathon County, Wisconsin",67731,1717,2920,647,10451,1335,14150,1747,13981,1601,10728,998,3484,541,5026,712,990,356,1483,431,1809,529,1093,377,1616,522,2014
"3287","55079","Milwaukee County, Wisconsin",426451,5675,8729,1444,40828,3171,63639,3393,78749,3658,80160,3682,32439,2865,59890,3178,9918,1595,13590,1995,20367,2251,12614,1782,5528,952,2014
"3288","55087","Outagamie County, Wisconsin",92377,2256,2316,730,11497,1466,19843,1829,17992,1710,15174,1717,6466,992,9758,1266,2293,836,1573,495,2907,752,1308,575,1250,434,2014
"3289","55089","Ozaukee County, Wisconsin",43360,1794,814,392,5872,1039,6747,1132,6198,1127,5638,865,3171,848,6457,1022,2361,657,2005,620,2976,694,650,290,471,288,2014
"3290","55097","Portage County, Wisconsin",35036,1410,2068,557,5613,901,7946,1076,7256,830,4090,715,1742,424,3184,789,711,298,435,218,1142,489,472,226,377,218,2014
"3291","55101","Racine County, Wisconsin",86484,2836,3345,909,11884,1917,14103,1875,12646,1580,11102,1589,5257,1117,9431,1452,3626,744,3145,749,7308,1117,2501,740,2136,583,2014
"3292","55105","Rock County, Wisconsin",74939,2113,2628,796,12910,1441,13359,1565,11261,1334,9779,1480,3861,880,6758,1260,2108,614,3290,923,5248,896,2593,779,1144,382,2014
"3293","55109","St. Croix County, Wisconsin",44802,1326,1434,548,4912,980,4784,857,5790,1107,6929,1179,2115,535,5051,869,1714,452,2543,542,5545,1109,3469,668,516,253,2014
"3294","55117","Sheboygan County, Wisconsin",57501,1827,4548,890,10634,1453,12572,1321,10791,1298,7712,1217,2664,647,3291,578,578,282,1039,360,1023,292,2134,667,515,254,2014
"3295","55127","Walworth County, Wisconsin",50111,1875,1754,506,8007,1402,8364,1318,6716,1331,6181,966,2308,761,4195,759,1029,368,1689,625,4861,880,3402,708,1605,536,2014
"3296","55131","Washington County, Wisconsin",70358,1984,3174,997,8218,1205,10496,1456,8365,1260,10350,1658,6468,1073,9124,1190,3125,731,3103,924,4705,932,2258,717,972,564,2014
"3297","55133","Waukesha County, Wisconsin",199516,3036,5645,1282,21033,1855,25703,2618,29302,2315,32962,2342,19667,1878,27977,2581,6427,1291,9391,1383,13143,1582,5462,1175,2804,767,2014
"3298","55139","Winnebago County, Wisconsin",85077,2486,2645,828,14847,1883,18549,1905,16106,1708,13335,1509,5264,959,6293,1204,1172,394,1823,714,2226,742,1668,575,1149,415,2014
"3299","55141","Wood County, Wisconsin",35709,1196,2095,579,6231,1039,7911,1021,5561,1125,3709,712,1237,312,3518,714,618,274,965,537,1631,643,1307,482,926,432,2014
"3300","56021","Laramie County, Wyoming",47133,2078,2118,740,10456,1366,13318,2046,12211,1914,3759,935,651,402,1876,856,192,191,103,130,978,467,717,426,754,427,2014
"3301","56025","Natrona County, Wyoming",41820,1853,1273,498,7084,1234,11386,1387,10607,1549,4792,1003,1425,785,2415,916,225,233,454,271,917,454,525,282,717,375,2014
"3302","72013","Arecibo Municipio, Puerto Rico",23685,2339,341,262,951,588,2519,821,4216,1190,6704,1858,1469,667,3774,991,346,249,659,420,1295,838,644,314,767,382,2014
"3303","72021","Bayam?n Municipio, Puerto Rico",65082,2566,741,304,2460,775,2700,753,6362,1355,7732,1268,3147,723,14216,1546,2643,886,5113,960,8498,1449,8747,1304,2723,862,2014
"3304","72025","Caguas Municipio, Puerto Rico",46198,2462,348,273,2042,734,4440,1272,6284,1170,9080,1484,2988,1168,9003,1847,776,462,2119,844,4025,1225,4435,1157,658,420,2014
"3305","72031","Carolina Municipio, Puerto Rico",59616,2468,970,564,3908,1140,5410,1311,6640,1328,6921,1321,3758,1053,11447,1889,2405,708,2914,807,5673,1295,5862,1236,3708,968,2014
"3306","72061","Guaynabo Municipio, Puerto Rico",35889,2439,450,379,1562,560,2833,921,8205,1580,5708,1173,2277,798,7264,1699,576,402,1765,782,2275,850,1850,868,1124,477,2014
"3307","72097","Mayag?ez Municipio, Puerto Rico",19795,2137,592,460,2175,805,3734,927,3878,1013,2011,875,1355,700,2185,776,391,281,458,286,1883,922,808,531,325,263,2014
"3308","72113","Ponce Municipio, Puerto Rico",38139,2401,79,99,3405,811,5761,1264,8757,1380,7512,1200,2078,665,5005,1067,561,353,1325,514,994,427,1448,642,1214,661,2014
"3309","72127","San Juan Municipio, Puerto Rico",126738,3554,2419,777,6940,1300,13191,1716,23255,2230,22795,2616,8057,1501,24800,2600,2129,773,4980,1074,8154,1433,7414,1337,2604,758,2014
"3310","72135","Toa Alta Municipio, Puerto Rico",25688,2038,295,362,768,477,1316,658,2134,807,2807,929,1082,766,5008,1405,411,334,2052,823,3371,1132,5339,1065,1105,644,2014
"3311","72137","Toa Baja Municipio, Puerto Rico",29365,2138,374,383,1703,722,1434,710,3518,1157,3247,945,637,477,7390,1359,358,394,3009,982,2668,886,3420,902,1607,740,2014
"3312","72139","Trujillo Alto Municipio, Puerto Rico",26125,1797,303,280,686,580,1875,731,2982,926,2610,907,1846,945,5354,1363,1063,516,1675,790,2843,775,3740,1069,1148,569,2014
"3313","01003","Baldwin County, Alabama",79787,3736,1858,856,6557,1842,10150,2229,10876,1760,14450,2625,4019,1161,14918,2509,1789,672,1796,958,8252,1955,3237,1040,1885,1055,2015
"3314","01015","Calhoun County, Alabama",44660,2354,1624,565,4192,1227,7300,1131,4965,1274,8323,1712,3155,837,5882,1263,969,511,2085,1613,2671,857,1953,724,1541,615,2015
"3315","01043","Cullman County, Alabama",29813,2525,1800,792,5095,1338,4568,1169,3186,996,3494,918,1380,675,2200,653,618,292,570,285,3983,1148,2327,743,592,384,2015
"3316","01049","DeKalb County, Alabama",27206,1725,1140,555,2637,766,5578,1483,5090,1183,3002,781,1861,687,3058,1039,466,341,331,232,2462,853,1527,722,54,58,2015
"3317","01051","Elmore County, Alabama",31811,2329,647,563,1641,680,3193,922,4277,1327,4294,1180,2677,733,5144,1097,2176,977,1530,526,4148,1178,1448,760,636,543,2015
"3318","01055","Etowah County, Alabama",40906,2294,1117,610,4651,1231,7192,1324,8437,1105,4704,890,2922,814,4771,1248,584,366,1082,516,3101,911,1881,654,464,248,2015
"3319","01069","Houston County, Alabama",41658,1553,870,243,4615,736,6784,809,8651,853,7135,861,1507,417,7783,1108,456,143,769,205,1480,332,837,253,771,218,2015
"3320","01073","Jefferson County, Alabama",292536,6775,4010,1010,22965,2729,36213,3050,53031,4236,52140,3894,27187,2722,50066,4952,8946,1983,9708,1615,15920,2214,8127,1509,4223,1087,2015
"3321","01077","Lauderdale County, Alabama",35859,2278,887,537,3254,1030,5556,1195,8333,1685,5372,1579,1370,704,3683,985,1388,584,770,424,2768,784,2039,821,439,318,2015
"3322","01081","Lee County, Alabama",69569,2845,968,655,8917,1878,14766,2050,10335,1601,11345,1716,3739,1109,9617,1610,1071,682,1828,672,3521,975,2357,1032,1105,472,2015
"3323","01083","Limestone County, Alabama",37914,2292,604,417,3400,910,5474,1107,4223,1126,6435,1461,3590,1024,5341,1266,1563,699,1718,792,4456,1009,807,458,303,265,2015
"3324","01089","Madison County, Alabama",157949,4033,2862,851,14257,2047,23639,2505,32752,3099,31127,2652,12494,2047,24848,2565,4175,1352,2748,1006,6933,1476,1391,770,723,337,2015
"3325","01095","Marshall County, Alabama",37984,1703,1684,590,5094,1213,8076,1369,5279,1171,3470,988,1064,468,3120,919,751,403,1000,421,4964,1289,2367,848,1115,440,2015
"3326","01097","Mobile County, Alabama",164446,4757,2020,641,10197,1764,21569,2393,29442,3811,27594,2828,9098,1558,36027,3469,4732,1237,3828,987,12505,1920,5351,1253,2083,672,2015
"3327","01101","Montgomery County, Alabama",96067,3627,2315,815,8741,1392,20588,2366,21537,2607,17356,2069,6404,1422,10545,1827,1644,731,1307,748,2898,765,1733,604,999,509,2015
"3328","01103","Morgan County, Alabama",49346,2484,868,480,5500,1399,5829,1110,9017,1777,6030,1340,3855,1250,8066,1851,1194,467,2707,773,5196,1396,800,501,284,186,2015
"3329","01115","St. Clair County, Alabama",36026,1956,1099,783,1758,838,3766,1105,3058,1024,4519,1422,2254,722,7412,1637,2181,995,2362,1219,5409,1488,1859,772,349,233,2015
"3330","01117","Shelby County, Alabama",95980,3042,3330,1258,5429,1157,10268,1647,11959,1846,16109,1978,6683,1531,15988,1953,3985,915,5173,1025,10665,1861,5120,1138,1271,542,2015
"3331","01121","Talladega County, Alabama",28081,1990,1925,833,3232,1106,4075,1131,4741,1213,3412,1078,1746,718,2667,953,212,156,382,307,2446,785,1920,733,1323,623,2015
"3332","01125","Tuscaloosa County, Alabama",82469,3150,1666,944,5928,1344,11946,1918,15278,2041,19197,2163,7887,1782,9543,1690,1569,587,2403,1157,3298,1165,2632,936,1122,710,2015
"3333","01127","Walker County, Alabama",21903,1968,1027,459,2090,635,2137,710,2987,873,2834,1005,1417,701,2372,705,738,389,767,448,2426,738,2153,640,955,409,2015
"3334","02020","Anchorage Municipality, Alaska",151138,3778,4773,1082,19196,2455,31803,2833,34614,3062,29347,2361,6408,1510,11883,1865,1846,886,3235,1387,4086,1065,1241,552,2706,918,2015
"3335","02090","Fairbanks North Star Borough, Alaska",51089,2510,1830,655,6976,1473,10475,1670,11879,1383,8063,1328,4230,1736,4817,1474,570,352,584,580,476,377,401,328,788,577,2015
"3336","02170","Matanuska-Susitna Borough, Alaska",39861,1459,1647,516,3840,639,4014,669,5876,795,5278,832,1640,403,2650,549,695,313,1067,291,3869,606,7105,757,2180,533,2015
"3337","04001","Apache County, Arizona",16546,1447,1838,542,3078,752,2134,587,2020,469,1037,376,371,188,2231,673,285,280,499,230,1274,586,1283,318,496,230,2015
"3338","04003","Cochise County, Arizona",41122,3460,3491,973,6812,1139,7293,1488,6579,1250,6893,1705,835,448,3401,1190,440,361,1251,536,1755,530,1309,541,1063,567,2015
"3339","04005","Coconino County, Arizona",62291,2534,3234,774,13105,1514,14176,1684,13150,1750,5932,1112,1585,590,3701,1019,634,375,1004,685,1981,743,1994,738,1795,476,2015
"3340","04013","Maricopa County, Arizona",1794623,14024,31967,3021,140223,6767,217067,7419,275041,9006,297229,9366,142997,6042,288227,9398,56432,3682,81066,4738,149063,6547,86746,5522,28565,2741,2015
"3341","04015","Mohave County, Arizona",67464,3573,2576,1012,15668,2787,15737,2253,12558,1958,5812,1373,2991,1110,3314,1202,718,401,1271,560,2939,1125,2175,947,1705,734,2015
"3342","04017","Navajo County, Arizona",28576,1809,2612,638,6498,1076,4684,967,4038,772,2880,688,1367,515,1822,708,326,228,690,286,1564,526,1443,557,652,257,2015
"3343","04019","Pima County, Arizona",404359,6504,8666,1626,36809,3742,53813,3720,64287,4733,68472,4140,32015,3023,63231,3608,13102,1770,14088,1452,27473,3469,15416,2406,6987,1380,2015
"3344","04021","Pinal County, Arizona",125850,5115,5751,1210,14335,2617,13671,2503,12498,2321,10893,2191,6018,1527,13340,2640,6350,1396,8813,1859,19053,2555,11664,2260,3464,979,2015
"3345","04025","Yavapai County, Arizona",76611,3706,2430,833,10516,1736,12624,1854,13911,2358,11469,2224,3634,1220,9111,2016,1078,535,953,588,5036,1378,1962,861,3887,1226,2015
"3346","04027","Yuma County, Arizona",71691,3581,3727,1165,9880,1491,13636,1969,13937,2186,12467,2051,4512,1178,6894,1532,588,372,1766,730,2379,905,1269,535,636,474,2015
"3347","05007","Benton County, Arkansas",112784,3234,5195,1151,12938,1968,20100,2051,22777,2102,20944,2610,6803,1450,10458,1367,2171,581,3019,733,5378,1093,1983,642,1018,397,2015
"3348","05031","Craighead County, Arkansas",46122,2401,2726,1104,7131,1763,13326,2023,8942,1553,6627,1486,1130,518,2169,652,119,143,542,480,1104,515,1300,538,1006,634,2015
"3349","05045","Faulkner County, Arkansas",53920,2543,1971,869,5447,1349,10009,1951,8153,1493,6254,1726,1733,605,5432,1182,1167,490,3287,1108,6268,1624,3457,1526,742,433,2015
"3350","05051","Garland County, Arkansas",38687,2301,2152,756,4693,1051,6751,1309,7866,1405,7709,1760,1271,697,3932,1193,239,230,192,208,1439,657,1001,430,1442,646,2015
"3351","05069","Jefferson County, Arkansas",25965,2020,763,466,2701,753,5106,1062,8657,1450,3350,1044,774,518,1078,490,551,426,355,310,1313,582,1090,548,227,207,2015
"3352","05085","Lonoke County, Arkansas",30680,1627,1471,675,1737,764,3513,857,3588,824,2656,694,2114,671,5222,1297,1791,665,2198,828,4624,1201,1576,687,190,177,2015
"3353","05119","Pulaski County, Arkansas",175838,4976,5630,1280,17828,2317,30632,3033,35520,3344,36267,3179,11361,2053,22692,2969,2394,739,3005,1148,4233,1105,3291,1192,2985,1046,2015
"3354","05125","Saline County, Arkansas",53890,2182,1446,1057,4542,1199,4956,1203,6148,1561,9341,1992,5637,1293,10857,1921,2508,810,2195,706,4069,1176,1605,649,586,271,2015
"3355","05131","Sebastian County, Arkansas",51622,2501,2235,1161,7518,1567,11991,1757,10437,1771,7429,1356,2826,1012,6029,1500,704,609,459,351,964,499,319,263,711,469,2015
"3356","05143","Washington County, Arkansas",100611,3534,3143,936,12124,2321,18041,2187,20800,2983,13607,2361,5724,1434,12393,2243,2700,1040,3121,1076,5365,1420,2336,1295,1257,662,2015
"3357","05145","White County, Arkansas",30826,2059,1700,686,5431,1334,6013,1211,4535,1106,2689,859,1174,475,3169,961,104,136,888,458,1437,590,2020,847,1666,945,2015
"3358","06001","Alameda County, California",714733,8752,7542,1350,38604,2761,77749,4355,96320,5726,86459,4578,33015,3219,102104,4174,20711,1984,40322,3264,89379,4909,92729,4643,29799,2460,2015
"3359","06007","Butte County, California",84804,3721,3440,877,17424,2201,17217,2182,13392,1504,9291,1638,4136,1137,11031,2044,950,395,1575,705,2912,840,1892,734,1544,676,2015
"3360","06013","Contra Costa County, California",493835,7917,4944,1011,26318,2927,46966,3438,65923,4083,51418,3175,23828,2892,59124,4110,14061,1774,22563,2707,58558,4163,78480,4771,41652,4289,2015
"3361","06017","El Dorado County, California",71167,3160,2329,927,7108,1406,7413,1542,11915,2065,7187,1341,4848,1169,6775,1437,2652,975,2354,827,9571,1654,5615,1279,3400,1238,2015
"3362","06019","Fresno County, California",364176,5461,8198,1409,33461,3027,59473,4428,87923,4790,62050,4245,22094,2152,45213,3600,3895,972,7303,1625,16703,2762,12125,2166,5738,1191,2015
"3363","06023","Humboldt County, California",51459,3102,4342,1204,9734,1661,9931,1623,7595,1446,7328,1469,2437,884,4801,1101,388,262,1509,633,1676,817,644,292,1074,616,2015
"3364","06025","Imperial County, California",57273,3273,1305,532,9596,1619,11952,1884,10409,1615,6672,1732,4527,1378,6061,1493,1185,730,1141,638,1587,591,1231,577,1607,625,2015
