"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"671","47147","Robertson County, Tennessee",31535,1741,770,486,3608,932,3485,937,3460,1116,3698,1031,1064,421,4073,1018,1434,647,1334,493,4823,1112,3260,1007,526,293,2016
"672","47149","Rutherford County, Tennessee",151171,4075,1565,705,10757,1961,19383,2457,23888,2941,21235,2776,8509,1867,21345,2964,5527,1966,5442,1239,17550,1987,13822,1759,2148,819,2016
"673","47155","Sevier County, Tennessee",42579,2756,610,378,3757,1267,4222,1095,8229,1638,7199,1565,2185,1005,7355,1726,1474,718,2261,1086,2372,890,2112,1214,803,555,2016
"674","47157","Shelby County, Tennessee",406682,6896,4813,1299,29734,2999,51561,3794,71857,5322,83588,4960,35645,3453,70932,5141,11387,1930,12700,2079,23152,2963,6735,1389,4578,1093,2016
"675","47163","Sullivan County, Tennessee",63834,2917,1837,728,7260,1545,11280,1788,13460,1717,8985,1440,4519,992,7720,1371,2409,749,1554,577,3205,881,969,525,636,372,2016
"676","47165","Sumner County, Tennessee",83848,3023,973,481,8807,1553,9733,1638,10935,1960,9927,1602,5710,1391,12539,1861,3842,1133,4011,1050,9667,1607,6783,1102,921,500,2016
"677","47179","Washington County, Tennessee",56395,2510,1209,743,7466,1448,10652,1645,9147,1648,8235,1175,4132,1203,7624,1608,1997,816,1233,671,3376,1131,500,376,824,447,2016
"678","47187","Williamson County, Tennessee",97491,3302,2135,802,8066,1840,8476,1590,12357,1786,11595,1431,8265,1597,18249,2182,4975,1249,5835,1287,11617,2276,4599,1128,1322,600,2016
"679","47189","Wilson County, Tennessee",59762,2640,1354,658,4222,1054,6240,1131,7209,1730,7616,1673,4009,1118,9789,1564,1589,619,3364,1160,8823,1900,4401,1357,1146,804,2016
"680","48005","Angelina County, Texas",30986,2306,1417,811,5735,1299,8473,1854,5904,1318,3804,1185,958,498,2003,846,491,356,365,252,902,649,316,381,618,610,2016
"681","48021","Bastrop County, Texas",31199,2381,954,743,2803,981,2397,1142,2521,1155,2453,963,1368,627,4104,1562,1391,1101,2243,1336,4953,1466,4273,1453,1739,798,2016
"682","48027","Bell County, Texas",149077,3819,7120,1472,18242,2751,27972,2980,35188,3635,21618,3066,6992,1670,14411,2107,2368,850,1357,548,6206,1504,6113,1565,1490,792,2016
"683","48029","Bexar County, Texas",853041,12628,11961,2403,62113,4553,100458,6549,141321,7805,155824,7504,68610,5215,146407,6376,29929,3522,29273,3048,58961,4211,30956,3904,17228,2749,2016
"684","48037","Bowie County, Texas",34926,2452,986,490,3810,876,12087,1813,6504,1336,4945,1331,1429,635,2559,958,281,232,583,472,303,195,542,452,897,646,2016
"685","48039","Brazoria County, Texas",156475,4401,3205,1648,12217,2257,17089,2405,18057,2594,15827,2854,10146,2163,22840,3245,5944,1850,11616,2873,22570,3264,13343,2119,3621,1405,2016
"686","48041","Brazos County, Texas",99441,3995,2865,1028,13980,2187,26086,2908,22934,2489,17975,2337,4489,1236,5997,1476,820,586,427,268,881,453,1417,746,1570,748,2016
"687","48061","Cameron County, Texas",150167,5217,4462,979,16762,2630,22466,2973,35731,3604,23031,2952,10819,2288,24369,3249,489,312,2144,920,6088,1929,1734,657,2072,784,2016
"688","48085","Collin County, Texas",439032,6250,9084,2144,32675,3521,46601,3550,57922,4103,66131,4516,24818,2781,66201,4761,18827,3116,21337,2659,52855,3971,33726,3450,8855,1642,2016
"689","48091","Comal County, Texas",57180,2581,2116,1465,4581,1200,6332,1428,7653,1573,5192,1378,3439,1393,6872,1479,2203,851,2708,863,9542,1866,4365,951,2177,904,2016
"690","48099","Coryell County, Texas",27969,1710,2025,731,4289,901,4101,898,5446,1049,3646,926,2150,760,1792,683,225,176,926,525,1855,640,883,422,631,393,2016
"691","48113","Dallas County, Texas",1207934,11023,16874,2219,77293,5238,140390,6654,163880,6267,195003,7214,84464,5917,228106,8374,39930,3038,57293,5150,109967,6870,71943,4888,22791,2778,2016
"692","48121","Denton County, Texas",393884,6843,5910,1372,30295,3194,43800,3659,50481,4111,46163,3505,28122,2821,62340,4800,16220,2278,21076,2430,50213,3458,31781,3569,7483,1578,2016
"693","48135","Ector County, Texas",69084,2606,1607,732,10617,1755,12727,2438,14528,2274,9927,2127,2986,1033,7678,1786,447,343,913,606,1235,712,3653,1267,2766,1356,2016
"694","48139","Ellis County, Texas",75945,3128,2157,756,7614,1843,10884,1862,9012,1501,7690,1370,3055,888,8600,1505,2757,966,2923,1108,10298,1572,7897,1398,3058,1108,2016
"695","48141","El Paso County, Texas",346837,6989,7279,1646,31102,3669,47062,4443,62934,4434,66737,5092,27942,3186,50043,4557,8860,2382,12585,2278,17524,2783,8302,1771,6467,1593,2016
"696","48157","Fort Bend County, Texas",321870,6324,5040,1790,14765,2461,26512,3663,32950,3688,32468,3801,18656,3020,55529,4716,16710,2740,24643,3228,55340,5463,31160,3647,8097,1570,2016
"697","48167","Galveston County, Texas",143560,3393,3594,1097,11866,1924,19152,2581,23412,2944,16055,2569,10686,1986,16208,2993,6775,1699,7117,1778,11978,2075,11116,2157,5601,1859,2016
"698","48181","Grayson County, Texas",55754,2173,1987,841,7930,1824,10539,1949,10069,1719,8270,1880,2542,874,3989,1140,1124,587,923,442,3788,1261,3185,1141,1408,643,2016
"699","48183","Gregg County, Texas",50699,2693,2004,755,8536,1473,8212,1456,10940,1564,6246,1682,2566,935,4688,1244,758,410,1597,886,2168,973,1272,554,1712,814,2016
"700","48187","Guadalupe County, Texas",68760,2194,942,503,5176,1284,8778,1598,10831,1731,8183,1734,4233,976,11179,1813,3380,1262,3417,914,6586,1195,4850,1308,1205,436,2016
"701","48201","Harris County, Texas",2079183,17455,29083,3149,132580,8233,211429,8833,282131,11244,298760,10526,132689,7801,379641,11918,79449,6275,97050,6932,222455,9824,166316,9032,47600,4700,2016
"702","48203","Harrison County, Texas",27156,1746,808,409,4070,1258,3607,990,5430,1175,3595,1019,1626,729,3617,1160,532,310,460,341,2167,734,445,309,799,504,2016
"703","48209","Hays County, Texas",97251,4056,2754,1131,6930,1572,13899,2620,12182,2364,9357,2726,5172,1782,13081,2197,2227,997,3102,870,13038,2435,11455,2368,4054,1222,2016
"704","48213","Henderson County, Texas",30446,1799,1942,714,4164,1246,3159,980,3612,1066,3812,981,1396,642,2504,743,775,502,476,293,2219,710,3679,1006,2708,746,2016
"705","48215","Hidalgo County, Texas",293395,7510,5701,1446,26617,3961,44988,4314,73498,5650,57798,5139,20526,3343,37453,3325,4652,1495,3663,1001,7393,1739,6399,1765,4707,1590,2016
"706","48231","Hunt County, Texas",39767,2358,1836,776,5029,1378,5978,1485,3945,1003,3553,902,1073,526,5715,1449,659,373,676,408,3502,981,5836,1350,1965,747,2016
"707","48245","Jefferson County, Texas",103771,3879,2316,932,13822,1692,16849,2323,21660,2355,26106,2717,4147,1070,10320,1576,822,435,1037,499,2353,673,3253,904,1086,506,2016
"708","48251","Johnson County, Texas",71636,2764,1767,617,3972,1251,5884,1141,4399,1017,9610,1922,3003,1001,21327,2984,2189,799,2635,878,11064,2119,2694,749,3092,907,2016
"709","48257","Kaufman County, Texas",51715,2358,635,486,2689,742,5956,1272,5521,1107,4513,1112,2412,1001,9243,1788,1153,499,2179,825,6310,1038,8628,1586,2476,702,2016
"710","48291","Liberty County, Texas",27445,2404,665,521,1842,835,4471,1436,1888,917,1897,901,168,162,2577,841,595,411,1217,933,4371,1267,4923,1385,2831,1052,2016
"711","48303","Lubbock County, Texas",138863,4897,3014,933,21249,2493,34900,2657,39450,3512,20301,3171,3904,1029,7340,1526,895,582,1328,890,2988,947,1616,524,1878,839,2016
"712","48309","McLennan County, Texas",109264,3040,3502,958,14447,2192,20683,2155,27431,2928,16036,2563,7448,1705,9581,1791,2146,812,1206,588,2865,825,1968,808,1951,772,2016
"713","48329","Midland County, Texas",76848,2807,3321,1377,12012,2236,20702,2718,16816,2404,9820,2191,2033,847,6295,1758,1196,667,710,478,1484,779,952,502,1507,730,2016
"714","48339","Montgomery County, Texas",236313,6144,3786,1117,15047,3234,26719,3504,35254,4355,26584,4151,10224,2164,34538,3953,6773,1963,11145,2013,30086,3615,27127,3558,9030,1789,2016
"715","48347","Nacogdoches County, Texas",26413,2422,1560,742,5614,1294,5263,1086,5274,1257,2988,1146,723,364,1770,705,292,243,323,335,1578,883,342,272,686,660,2016
"716","48355","Nueces County, Texas",160899,4142,3435,892,15738,2313,33621,3612,43869,3432,29065,2979,6552,1355,14947,2225,1810,894,1747,610,5263,1286,3359,1093,1493,536,2016
"717","48361","Orange County, Texas",35857,1980,1784,699,3196,992,5503,1013,4821,1091,5403,1395,1318,452,7915,1563,1448,535,772,363,2193,828,1187,614,317,246,2016
"718","48367","Parker County, Texas",54726,2671,1408,706,4171,1293,5051,1207,4804,1115,8341,1921,3802,1033,8557,1727,2104,781,3008,987,6283,1446,4742,1272,2455,675,2016
"719","48375","Potter County, Texas",49771,2142,2299,892,5297,1123,10036,1446,14934,1893,8064,1370,2043,710,3118,1011,224,214,543,429,803,490,2058,712,352,207,2016
"720","48381","Randall County, Texas",68045,2128,1969,825,8895,1646,13607,1694,16140,2109,13265,1862,2857,803,4612,1331,689,367,1136,586,2016,785,1540,574,1319,724,2016
"721","48397","Rockwall County, Texas",40542,2110,852,563,2994,912,3894,1354,3087,912,3190,1250,2055,875,5173,1235,2647,796,2341,830,6798,1209,6870,1356,641,431,2016
"722","48409","San Patricio County, Texas",28980,1624,1628,870,4203,1163,4235,933,4369,1219,3010,763,1654,1021,5672,1245,883,398,537,372,1353,666,1039,465,397,261,2016
"723","48423","Smith County, Texas",90486,3179,2106,882,9382,2109,14122,2436,16927,2293,16837,2787,5229,1140,12175,2202,1955,637,1744,844,5223,1317,2723,921,2063,886,2016
"724","48439","Tarrant County, Texas",929749,11307,18098,2295,61711,4528,103609,5584,144277,6535,138285,7599,62856,5150,159096,6786,33758,3400,44827,3936,84689,5527,59061,5152,19482,2718,2016
"725","48441","Taylor County, Texas",59223,3460,2751,978,8845,1522,15312,2219,16417,2338,5848,1254,1250,572,4130,1403,352,275,853,601,622,386,950,513,1893,960,2016
"726","48451","Tom Green County, Texas",55965,2946,2744,1095,11250,1747,17287,2305,12181,1957,4759,1116,1500,527,2252,731,163,197,189,196,733,449,960,541,1947,809,2016
"727","48453","Travis County, Texas",599726,9053,13484,1985,39048,2997,74038,4944,104414,6014,99283,5898,47477,4326,95278,6312,18756,2858,26626,3411,47371,3918,24163,2680,9788,1757,2016
"728","48469","Victoria County, Texas",42307,2096,1060,502,8016,1397,10185,1920,7750,1629,4847,1064,1002,603,3673,1251,173,168,944,526,2745,955,1214,565,698,357,2016
"729","48471","Walker County, Texas",24880,3395,1104,759,1283,560,2438,884,2938,1087,4565,1598,1312,656,2406,842,2127,1202,1075,732,2933,1185,1839,1041,860,782,2016
"730","48479","Webb County, Texas",96415,3664,2322,897,8438,1401,13428,2029,25628,2665,17342,2023,4824,1069,13302,2342,939,384,1887,709,4614,1594,2365,728,1326,555,2016
"731","48485","Wichita County, Texas",59847,2313,2109,633,13150,2128,16734,2260,14697,1891,6575,1387,1587,776,1937,906,273,251,301,261,1001,521,364,363,1119,631,2016
"732","48491","Williamson County, Texas",240977,5657,5026,1525,19197,2654,26532,3286,37578,3892,33049,4119,15531,2266,34607,3609,9227,1655,14972,2284,24277,3172,16004,2338,4977,1631,2016
"733","49005","Cache County, Utah",55638,2129,2435,772,14470,1718,13626,1377,10467,1196,5420,1016,1908,661,3670,1009,421,297,407,213,832,367,918,331,1064,405,2016
"734","49011","Davis County, Utah",154439,4297,4131,1096,17933,2176,23580,3143,29548,2971,21732,2279,11097,1838,17309,2273,6177,1310,5501,1259,9173,1697,5819,1602,2439,801,2016
"735","49035","Salt Lake County, Utah",540784,7132,10425,2142,46742,3719,77658,4903,104456,5279,103302,5982,46655,3777,76139,5205,11701,2073,16233,2180,28184,2878,13786,2379,5503,1237,2016
"736","49049","Utah County, Utah",248355,3985,9086,1743,32863,2628,46508,3302,49294,2972,33190,2291,14582,1658,25772,2820,6127,1118,6810,993,12119,1380,8845,1440,3159,631,2016
"737","49053","Washington County, Utah",58661,3550,2927,943,10176,1952,15541,2563,10516,2487,9182,2260,2079,870,3986,1527,690,527,868,629,1307,658,925,528,464,352,2016
"738","49057","Weber County, Utah",112401,3574,2467,722,11811,1638,19044,2591,23299,2717,18983,2037,7583,1219,9780,1512,1958,771,3582,857,7147,1688,5653,1065,1094,529,2016
"739","50007","Chittenden County, Vermont",83195,2516,1591,511,9086,1463,14645,2414,17187,1629,15099,1893,5053,1011,10280,1741,2594,685,2045,597,2666,643,2156,777,793,302,2016
"740","51003","Albemarle County, Virginia",49101,2300,1027,511,4169,1222,7306,1602,10132,2099,8046,1547,3394,839,8343,1435,1192,995,899,544,2219,750,1640,831,734,404,2016
"741","51013","Arlington County, Virginia",137820,2816,1357,601,8724,1663,12181,1918,15494,2178,20455,2776,8965,1433,27230,2502,7903,1451,9116,1611,15908,1640,9275,1676,1212,556,2016
"742","51015","Augusta County, Virginia",33534,1926,2189,968,2318,804,4280,1424,5880,1224,4956,1430,3195,1125,5919,1347,1225,585,699,349,1987,805,494,358,392,311,2016
"743","51019","Bedford County, Virginia",34591,1837,510,309,2829,723,2339,730,4559,1315,5879,1172,2923,847,5845,1417,1526,643,3002,758,3601,958,870,478,708,381,2016
"744","51041","Chesterfield County, Virginia",162186,4381,2073,723,7936,1189,17316,2448,21743,2368,29697,2788,18811,2184,33114,2492,7649,1528,5694,997,9725,1555,4786,1347,3642,962,2016
"745","51059","Fairfax County, Virginia",565371,8106,5676,1127,29068,3052,49831,3319,63877,3413,75389,4075,36737,3371,93052,4822,23144,2205,38583,3319,71717,3836,61395,4105,16902,2346,2016
"746","51061","Fauquier County, Virginia",31717,1786,860,515,2117,880,2281,827,2920,764,3609,807,2131,599,4436,1428,1549,719,672,392,3519,834,4437,999,3186,1012,2016
"747","51069","Frederick County, Virginia",39851,2075,873,576,2547,757,3961,1061,8851,1498,7478,1733,2042,781,4314,1489,504,331,787,423,2157,891,3494,987,2843,822,2016
"748","51085","Hanover County, Virginia",50750,1929,1138,536,3249,789,5114,1184,7384,1314,9125,1438,5819,1085,8604,1195,2531,818,2771,838,2450,744,1629,609,936,353,2016
"749","51087","Henrico County, Virginia",158199,3815,2061,762,13002,2106,23312,2617,34382,3300,33146,3127,12377,1908,20686,2059,4196,970,3577,839,4375,1147,3313,1108,3772,1234,2016
"750","51095","James City County, Virginia",31353,2278,409,286,3627,1393,5676,1701,4162,974,4402,1249,1296,505,1655,585,2046,741,2057,742,3548,1032,951,548,1524,839,2016
"751","51107","Loudoun County, Virginia",192044,3627,3598,1065,11563,1892,17325,2289,20745,2583,22748,2412,10811,1672,27037,3099,7285,1226,10667,1907,23971,2136,24536,2177,11758,1921,2016
"752","51121","Montgomery County, Virginia",47831,2794,483,336,7876,1428,12988,1789,9135,1643,5544,1449,1798,734,3979,1121,795,431,1188,576,1485,678,1988,826,572,351,2016
"753","51153","Prince William County, Virginia",221352,4882,1249,410,6700,1452,15364,1839,27206,2783,18051,2167,8348,1431,32013,3119,7359,1233,11389,1234,40647,3422,38893,3483,14133,2047,2016
"754","51161","Roanoke County, Virginia",42856,2242,505,348,2956,785,4403,1117,8307,1409,7131,1196,2932,881,12645,2314,441,275,813,410,900,392,672,366,1151,578,2016
"755","51165","Rockingham County, Virginia",34733,1757,2335,579,3314,794,5049,1255,6656,978,5690,1000,2743,867,3670,797,1057,422,1039,403,1301,524,1268,571,611,484,2016
"756","51177","Spotsylvania County, Virginia",60045,2023,991,650,3005,809,4675,1149,8479,1261,8674,1479,3314,902,5019,1067,2208,720,3086,986,6429,1062,8285,1237,5880,1059,2016
"757","51179","Stafford County, Virginia",69304,2107,1194,586,4554,1286,7403,1285,6137,1254,6719,1412,3180,1005,6420,1299,2059,725,2683,727,8669,1353,13001,1654,7285,1419,2016
"758","51199","York County, Virginia",29980,1410,905,470,2981,991,4834,993,7661,1607,4171,958,1798,536,4350,1047,821,409,579,313,838,395,874,408,168,170,2016
"759","51510","Alexandria city, Virginia",90691,2746,750,510,3815,960,6112,1377,11157,1670,11111,1729,7431,1558,15725,2518,3972,1109,5592,1272,13975,2097,9245,1675,1806,682,2016
"760","51550","Chesapeake city, Virginia",112384,3587,848,504,6625,1377,13239,2236,16563,2193,17792,2292,9349,1595,22548,2666,5127,1013,3864,1164,10772,1813,3755,1302,1902,992,2016
"761","51650","Hampton city, Virginia",63527,2820,1207,663,8916,1761,10812,1630,14374,1698,7985,1377,3464,992,6978,1374,1460,515,1645,660,2366,772,3106,882,1214,589,2016
"762","51680","Lynchburg city, Virginia",35659,2411,1052,440,6593,1951,8211,1746,10117,1848,4385,1273,1391,586,1551,630,122,148,0,201,856,574,1258,573,123,151,2016
"763","51700","Newport News city, Virginia",88169,2981,1617,728,11767,2095,15849,1857,18455,2572,13700,2420,4479,1247,10577,1882,2393,1040,1447,511,4130,1161,2895,853,860,378,2016
"764","51710","Norfolk city, Virginia",125048,3525,11520,1504,12195,1788,15376,2164,22768,2372,23468,3335,9506,1702,15418,2179,2364,756,3035,999,4342,1070,3685,1006,1371,558,2016
"765","51740","Portsmouth city, Virginia",44621,1621,828,546,3587,1157,8221,1546,7244,1427,6877,1445,2985,994,7377,1399,811,416,2039,856,3053,882,844,536,755,380,2016
"766","51760","Richmond city, Virginia",107235,3349,1695,608,8618,1491,17382,1827,23853,2728,24658,2821,7699,1448,12652,1865,1096,550,2498,1103,2267,857,2682,1018,2135,781,2016
"767","51770","Roanoke city, Virginia",43332,2406,441,304,3050,775,6214,1071,8542,1318,6027,1273,971,427,14128,2478,137,144,371,265,1770,852,1135,573,546,471,2016
"768","51800","Suffolk city, Virginia",41311,1603,719,354,2338,819,4851,916,4676,907,5264,1122,3527,905,8263,1237,1796,568,2306,723,4511,945,2397,690,663,291,2016
"769","51810","Virginia Beach city, Virginia",234923,4255,7549,1946,21367,2720,28210,2552,41587,3376,43844,3709,18738,2510,35513,2822,5918,1130,8534,1569,13219,2043,7556,1445,2888,1084,2016
"770","53005","Benton County, Washington",81118,3323,3165,1210,9331,1680,11752,2088,17695,2253,15684,2273,4979,1133,6224,1314,602,322,1511,588,5881,1429,3133,721,1161,468,2016
"771","53007","Chelan County, Washington",31802,2225,1610,845,5883,1264,6317,1363,7502,2262,4497,1230,282,272,1509,647,340,297,1172,544,1284,734,926,614,480,354,2016
"772","53009","Clallam County, Washington",26085,1752,2247,633,4711,1097,4616,1058,4230,908,2669,758,1124,406,2801,886,233,183,214,141,760,437,1509,726,971,524,2016
"773","53011","Clark County, Washington",202760,4724,3732,963,18965,2376,24357,2457,31905,2663,28679,2540,15468,1829,25865,2545,6836,1336,10540,1880,17573,1874,11566,1512,7274,1206,2016
"774","53015","Cowlitz County, Washington",38894,2091,943,384,5028,1154,6757,1348,7755,1422,4602,1107,2122,821,4487,994,940,585,1454,527,1798,762,991,438,2017,836,2016
"775","53021","Franklin County, Washington",37451,2397,766,477,4063,1167,4129,1213,10223,1986,7397,1613,1707,896,2885,1182,432,320,1207,1003,2189,890,1601,784,852,575,2016
"776","53025","Grant County, Washington",33032,2715,2616,974,6551,1789,7687,1907,5020,1225,3045,873,1398,659,2443,978,604,434,901,475,1790,806,842,523,135,141,2016
"777","53027","Grays Harbor County, Washington",24199,2142,1376,639,3490,996,4031,930,3793,1031,2150,727,770,600,2836,915,235,176,532,377,1787,620,2238,723,961,549,2016
"778","53029","Island County, Washington",34057,1630,942,517,4041,957,6232,1156,5649,1226,3459,942,733,396,2454,649,918,538,663,428,3066,876,3148,739,2752,824,2016
"779","53033","King County, Washington",1066438,11032,16146,2471,60184,4135,104837,6064,140055,6614,152158,5831,79146,4392,178489,6436,43594,3406,59987,3996,120433,5445,83985,4943,27424,3009,2016
"780","53035","Kitsap County, Washington",115049,3116,1776,609,8137,1329,14527,1533,20689,1992,18387,1971,6297,1401,15808,2294,3546,1011,4759,1260,5015,825,7258,1278,8850,1529,2016
"781","53041","Lewis County, Washington",27403,1794,1745,714,2952,826,3442,773,3384,783,2743,750,1740,756,3795,1060,568,241,966,425,3183,1027,1735,485,1150,437,2016
"782","53053","Pierce County, Washington",380800,7281,6756,1247,26886,2766,41298,3209,49808,3853,48162,3282,25904,2767,52235,3632,12460,1717,18332,3231,41387,3184,36945,3226,20627,2686,2016
"783","53057","Skagit County, Washington",50498,2058,2655,724,7110,1193,8012,1263,6761,1353,6417,1547,1978,484,5467,1087,1271,433,1400,547,3410,831,3958,928,2059,743,2016
"784","53061","Snohomish County, Washington",377037,6477,6844,1511,25127,2970,37713,3055,46763,3190,49979,3309,24323,2237,48882,3368,12272,1811,18085,2008,53393,3960,39975,3358,13681,2115,2016
"785","53063","Spokane County, Washington",215504,4831,7716,1681,22134,2612,31959,2738,40820,2791,38349,2769,17979,1975,28550,2752,5616,1284,5266,1084,9549,1650,3987,958,3579,1067,2016
"786","53067","Thurston County, Washington",115243,3739,2477,921,10785,2274,16831,2246,22219,2928,17638,1901,8174,1884,15680,1980,2886,800,4231,1081,5519,1289,6096,1254,2707,937,2016
"787","53073","Whatcom County, Washington",97891,3705,3082,946,14554,2311,16927,2743,16750,2348,15141,2562,7323,1544,11616,2202,2029,698,1941,746,2917,859,2261,862,3350,1137,2016
"788","53077","Yakima County, Washington",100598,3356,4637,1300,12480,2227,18192,2231,23692,2530,16962,1818,5263,1187,11311,1937,1473,705,1381,589,2737,859,1489,633,981,405,2016
"789","54003","Berkeley County, West Virginia",50351,2104,791,534,3408,1210,4730,1433,7928,1440,7497,1536,5963,1321,6819,1671,1204,782,1746,732,3740,1161,2280,792,4245,1224,2016
"790","54011","Cabell County, West Virginia",36679,2108,2309,817,5558,1227,5155,1117,6492,1316,5058,1385,3203,1175,3980,1284,981,564,578,332,2064,814,738,474,563,326,2016
"791","54033","Harrison County, West Virginia",29229,1789,981,535,2832,1006,5976,1091,5556,1333,4853,1160,2108,718,2351,767,773,409,601,325,1386,535,1227,440,585,315,2016
"792","54039","Kanawha County, West Virginia",77742,2840,1783,634,8426,1672,14156,2116,17064,2343,12687,1943,6988,1551,8626,1408,1783,709,1922,918,2062,700,1243,553,1002,520,2016
"793","54061","Monongalia County, West Virginia",45854,2587,1340,568,4611,982,11195,1605,9969,1654,6055,1332,2104,789,4559,1165,891,497,940,383,1930,815,1069,464,1191,519,2016
"794","54081","Raleigh County, West Virginia",27163,2039,881,422,3186,958,4536,1118,4807,1195,3576,1268,1232,697,5604,1662,803,513,0,193,842,477,1091,562,605,377,2016
"795","54107","Wood County, West Virginia",34028,2024,2163,925,3828,856,7888,1287,6029,1127,6388,1231,1213,395,3546,1061,298,224,345,208,1003,449,961,433,366,228,2016
"796","55009","Brown County, Wisconsin",130071,3092,4780,1205,17925,1959,26649,2788,27948,2454,23944,2303,6650,1291,8446,1354,1939,639,1905,660,5725,1476,2546,974,1614,743,2016
"797","55025","Dane County, Wisconsin",286205,5172,8105,2068,34534,2334,47565,3419,53957,3370,51784,3090,23609,2042,32709,2717,7518,1287,6964,1194,10457,1564,5969,1216,3034,885,2016
"798","55027","Dodge County, Wisconsin",43185,1528,2334,559,7003,1215,6200,976,5582,811,4369,727,2592,821,5297,747,1792,535,2067,693,3058,476,2252,489,639,381,2016
"799","55035","Eau Claire County, Wisconsin",51235,2344,1995,847,8021,1568,13065,1859,11405,1709,6534,1206,1716,581,3932,954,480,226,805,365,1220,401,1260,674,802,369,2016
"800","55039","Fond du Lac County, Wisconsin",50666,1890,2528,720,9772,1397,10544,1547,7254,1027,5574,1024,2205,483,5063,881,1381,492,1114,425,2753,662,1303,374,1175,469,2016
"801","55055","Jefferson County, Wisconsin",41433,1979,1809,580,6347,947,6397,899,5712,1108,4297,999,2565,629,3450,781,1911,549,1898,609,3766,798,2457,640,824,472,2016
"802","55059","Kenosha County, Wisconsin",80981,2846,2145,754,11217,1974,10839,1513,12058,1734,10247,1966,4283,1075,9797,1530,2157,735,3174,846,8462,1386,5689,1132,913,422,2016
"803","55063","La Crosse County, Wisconsin",58422,2389,1898,667,10897,1547,12188,1424,11133,1634,9037,1439,3909,789,4631,1029,787,327,1033,439,1227,428,972,400,710,299,2016
"804","55071","Manitowoc County, Wisconsin",38605,1399,2778,778,6478,1007,8273,1097,5949,818,5255,855,2552,645,2412,500,1041,315,1021,322,1652,410,720,308,474,184,2016
"805","55073","Marathon County, Wisconsin",66154,1814,2839,593,9058,1262,14114,1595,13744,2214,10460,1343,3921,658,5216,834,1474,425,1300,535,1971,481,989,360,1068,380,2016
"806","55079","Milwaukee County, Wisconsin",436257,6078,7789,1415,40523,2877,65638,4013,88584,5167,85139,3912,32885,2629,61255,4028,9895,1586,9570,1253,18094,1704,11102,1454,5783,1021,2016
"807","55087","Outagamie County, Wisconsin",95404,2233,3362,714,13250,1568,17163,1962,21372,2057,15873,1880,6353,1110,9088,1307,2522,606,1726,471,2450,668,1019,463,1226,468,2016
"808","55089","Ozaukee County, Wisconsin",42828,2135,1514,552,4635,940,6400,1069,5177,867,5769,1110,3626,774,6006,1313,2078,822,3089,750,2878,760,985,424,671,356,2016
"809","55097","Portage County, Wisconsin",35904,1241,1377,480,7259,1099,6592,913,6940,988,4642,1033,1596,447,2871,630,492,234,1512,576,1505,493,499,278,619,292,2016
"810","55101","Racine County, Wisconsin",87486,3452,3155,958,11329,1746,13227,1833,11187,1547,11927,1831,5546,1351,10178,1848,3191,899,5279,1285,8173,1590,2587,645,1707,582,2016
"811","55105","Rock County, Wisconsin",75021,2547,1986,650,12180,1606,13527,1636,13029,1611,8697,1402,3889,831,5659,1139,2724,675,2855,664,6312,1149,2521,711,1642,509,2016
"812","55109","St. Croix County, Wisconsin",45338,1575,1595,617,6079,1137,5484,1102,3915,842,6578,1226,2902,609,5111,1012,2261,606,2204,727,5550,793,3155,777,504,251,2016
"813","55117","Sheboygan County, Wisconsin",56431,2198,2217,436,12050,1664,11962,1521,11229,1420,7542,1150,2440,590,2861,605,684,270,750,393,1813,478,2099,662,784,407,2016
"814","55127","Walworth County, Wisconsin",47718,1796,3320,851,7759,1367,6961,1029,6389,1266,5950,1090,2662,765,4999,1023,1158,436,1377,519,3562,907,2392,717,1189,408,2016
"815","55131","Washington County, Wisconsin",67894,2013,2473,795,8507,1404,9061,1478,7182,1124,8676,1407,6777,1215,9841,1202,3383,829,3478,866,6318,1322,1461,534,737,368,2016
"816","55133","Waukesha County, Wisconsin",201084,3161,6163,1536,19908,2020,27586,2155,30781,2399,34986,2683,17322,2018,28369,2206,8307,1366,7242,1177,12640,1404,5270,1062,2510,656,2016
"817","55139","Winnebago County, Wisconsin",82323,3062,3184,783,12824,1351,15514,2001,17254,1776,13271,1633,5890,955,6398,944,1733,570,1763,622,2127,710,1073,437,1292,456,2016
"818","55141","Wood County, Wisconsin",35811,1345,1838,596,6297,929,8008,1205,5067,795,4599,807,1647,510,3140,731,1158,567,643,437,2138,836,804,373,472,272,2016
"819","56021","Laramie County, Wyoming",45467,2236,2350,748,8369,1264,11941,1841,12507,2060,5181,1154,1508,663,1127,529,21,38,268,202,1088,688,509,380,598,349,2016
